CustomerID,Age,Gender,Country,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisitsFrequency,Item,Churn
921,21,Female,India,Platinum,34,647.57,Home Goods,9/9/2023,Data scientist,Weekly,Lamp,FALSE
922,50,Female,Turkey,Bronze,20,264.61,Clothing,15/8/2023,Physiotherapist,Bi-weekly,Jeans,TRUE
923,21,Male,Pakistan,Bronze,1,151.65,Home Goods,25/7/2023,Interpreter,Weekly,Bedding Set,FALSE
924,45,Male,,Gold,32,758.98,Clothing,9/11/2023,Automotive engineer,Daily,Jeans,TRUE
925,41,Non-Binary,Bangladesh,Gold,48,1568.68,Home Goods,2/3/2023,Chiropractor,Bi-weekly,Bedding Set,FALSE
926,,Female,Vietnam,,7,304.45,Home Goods,3/3/2023,Research scientist (life sciences),Daily,Coffee Maker,FALSE
927,63,Female,China,Bronze,5,1886.55,Home Goods,14/7/2023,Graphic designer,Bi-weekly,Coffee Maker,FALSE
928,20,Male,Philippines,Silver,27,1123.47,Clothing,25/3/2023,"Engineer, automotive",Bi-weekly,Dress,FALSE
929,45,Male,Bangladesh,Platinum,27,1071.34,Home Goods,25/12/2023,Civil Service administrator,Weekly,Coffee Maker,TRUE
930,20,Non-Binary,Philippines,Bronze,45,420.87,Clothing,27/4/2023,"Teacher, adult education",Daily,Dress,TRUE
931,43,Non-Binary,,Gold,14,408.93,Electronics,19/3/2023,"Engineer, petroleum",Weekly,Laptop,TRUE
932,50,Non-Binary,Turkey,Gold,20,1712.33,Clothing,8/1/2023,"Development worker, community",Bi-weekly,Jeans,FALSE
933,20,Non-Binary,Turkey,Silver,19,126.23,Electronics,16/8/2023,Insurance claims handler,Weekly,Laptop,FALSE
934,31,Non-Binary,Philippines,Bronze,1,1314.86,Home Goods,2/3/2023,Environmental health practitioner,Bi-weekly,Bedding Set,FALSE
935,44,Non-Binary,Turkey,Gold,21,1971.26,Home Goods,31/12/2023,Public relations account executive,Bi-weekly,Bedding Set,FALSE
936,34,Male,Iran,Bronze,47,1504.25,Clothing,5/2/2023,"Doctor, general practice",Bi-weekly,Jeans,TRUE
937,32,Female,India,Gold,14,1184.24,Clothing,18/10/2023,"Engineer, water",Monthly,Dress,TRUE
938,27,Female,India,Bronze,32,403.95,Electronics,7/10/2023,Public relations account executive,Weekly,Smartphone,TRUE
939,,Female,Japan,,12,1644.12,Home Goods,28/2/2023,"Pharmacist, hospital",Weekly,Couch,TRUE
940,33,Female,Japan,Platinum,7,1462.4,Electronics,30/12/2023,Occupational psychologist,Daily,Laptop,FALSE
941,18,Non-Binary,Pakistan,Bronze,9,534.27,Electronics,21/8/2023,Agricultural engineer,Weekly,Laptop,FALSE
942,24,Non-Binary,Philippines,Gold,46,215.68,Electronics,5/5/2023,Fitness centre manager,Monthly,Headphones,TRUE
943,,Male,,,4,1109.88,Clothing,18/2/2023,Hydrogeologist,Daily,T-Shirt,FALSE
944,52,Female,Japan,Bronze,33,1778.59,Clothing,25/10/2023,"Scientist, biomedical",Daily,T-Shirt,FALSE
945,45,Female,Turkey,Silver,23,1327.96,Electronics,20/1/2023,Archaeologist,Monthly,Laptop,TRUE
946,28,Male,Iran,Silver,7,1915.11,Clothing,7/7/2023,Clinical psychologist,Daily,T-Shirt,TRUE
947,23,Male,Indonesia,Silver,12,885.83,Clothing,4/3/2023,Television/film/video producer,Weekly,Jeans,TRUE
948,57,Female,Iran,Gold,7,578.63,Clothing,1/2/2023,Higher education lecturer,Bi-weekly,T-Shirt,FALSE
949,27,Non-Binary,Philippines,Silver,21,338.17,Clothing,6/5/2023,IT sales professional,Daily,Dress,TRUE
950,27,Male,Bangladesh,Gold,9,404.65,Clothing,9/7/2023,Contractor,Bi-weekly,Dress,TRUE
951,56,Non-Binary,Turkey,Gold,9,1614.17,Home Goods,2/9/2023,Software engineer,Monthly,Lamp,TRUE
952,52,Non-Binary,Turkey,Silver,25,213.05,Home Goods,4/6/2023,Artist,Weekly,Coffee Maker,TRUE
953,18,Male,Iran,Bronze,24,1138.83,Electronics,10/11/2023,Accounting technician,Daily,Headphones,FALSE
954,36,Female,China,Silver,36,1945.05,Clothing,3/9/2023,Amenity horticulturist,Weekly,T-Shirt,FALSE
955,,Non-Binary,India,,25,1479.51,Home Goods,2/6/2023,"Therapist, drama",Bi-weekly,Couch,FALSE
956,,Non-Binary,Iran,,2,336.43,Electronics,26/11/2023,"Therapist, music",Weekly,Smartwatch,FALSE
957,29,Female,China,Silver,48,1078.53,Clothing,10/5/2023,Geoscientist,Monthly,Dress,FALSE
958,36,Male,Bangladesh,Silver,4,1768.26,Electronics,2/3/2023,Heritage manager,Weekly,Laptop,TRUE
959,45,Non-Binary,Iran,Platinum,36,1437.24,Clothing,19/3/2023,"Engineer, petroleum",Bi-weekly,Dress,FALSE
960,35,Male,China,Platinum,9,1499.11,Clothing,23/2/2023,"Engineer, broadcasting (operations)",Daily,Jeans,FALSE
961,,Female,Indonesia,,21,1322.76,Clothing,25/6/2023,Building services engineer,Weekly,Sneakers,TRUE
962,30,Female,Iran,Bronze,7,201.73,Home Goods,18/7/2023,Public relations officer,Daily,Coffee Maker,FALSE
963,22,Male,Philippines,Bronze,49,1823.89,Electronics,29/3/2023,Copy,Weekly,Laptop,FALSE
964,35,Male,,Bronze,37,1973.66,Clothing,13/12/2023,Medical laboratory scientific officer,Daily,Sneakers,FALSE
965,40,Female,India,Platinum,33,430.02,Clothing,7/7/2023,Freight forwarder,Weekly,T-Shirt,TRUE
966,44,Non-Binary,Vietnam,Bronze,33,1624.61,Electronics,24/12/2023,"Merchandiser, retail",Monthly,Laptop,TRUE
967,28,Male,Indonesia,Platinum,6,1776.15,Electronics,9/9/2023,Dietitian,Weekly,Smartphone,FALSE
968,50,Non-Binary,Pakistan,Gold,29,1581.44,Clothing,10/8/2023,"Designer, exhibition/display",Bi-weekly,Dress,FALSE
969,63,Non-Binary,Iran,Platinum,16,457.2,Home Goods,1/3/2023,"Engineer, automotive",Daily,Lamp,FALSE
970,18,Male,China,Gold,36,1741.69,Electronics,25/4/2023,Science writer,Daily,Smartphone,TRUE
971,28,Male,Turkey,Gold,37,758.49,Electronics,30/11/2023,Commissioning editor,Weekly,Smartwatch,TRUE
972,,Female,Japan,,42,1852.11,Electronics,20/3/2023,"Therapist, drama",Monthly,Headphones,TRUE
973,,Non-Binary,Vietnam,,29,765.13,Home Goods,29/7/2023,Corporate treasurer,Bi-weekly,Lamp,TRUE
974,34,Non-Binary,Japan,Bronze,40,1955.99,Electronics,2/9/2023,Press sub,Daily,Laptop,TRUE
975,42,Male,Vietnam,Platinum,5,484.95,Clothing,28/1/2023,"Doctor, general practice",Daily,Dress,TRUE
976,24,Male,Japan,Silver,47,261.28,Clothing,29/5/2023,Furniture conservator/restorer,Weekly,T-Shirt,TRUE
977,39,Non-Binary,Bangladesh,Platinum,14,1419.47,Clothing,8/11/2023,Media buyer,Bi-weekly,Jeans,TRUE
978,27,Non-Binary,Pakistan,Silver,21,1158,Home Goods,25/6/2023,Veterinary surgeon,Daily,Bedding Set,TRUE
979,48,Male,Bangladesh,Bronze,14,1742.64,Home Goods,3/6/2023,Counselling psychologist,Bi-weekly,Coffee Maker,FALSE
980,27,Male,Pakistan,Gold,26,209.33,Home Goods,19/5/2023,"Designer, interior/spatial",Monthly,Bedding Set,FALSE
981,21,Male,Bangladesh,Platinum,22,1928.56,Clothing,13/10/2023,Telecommunications researcher,Weekly,Dress,TRUE
982,48,Non-Binary,Pakistan,Silver,45,901.73,Home Goods,19/3/2023,Careers adviser,Monthly,Coffee Maker,FALSE
983,64,Non-Binary,Vietnam,Silver,21,1344.92,Home Goods,27/7/2023,Site engineer,Daily,Lamp,FALSE
984,49,Female,Japan,Bronze,44,842.45,Home Goods,4/1/2024,Minerals surveyor,Monthly,Coffee Maker,TRUE
985,58,Non-Binary,Bangladesh,Bronze,3,476.31,Electronics,4/6/2023,Tax inspector,Weekly,Smartphone,TRUE
986,31,Male,Iran,Bronze,24,1636.87,Electronics,4/8/2023,Oceanographer,Bi-weekly,Laptop,TRUE
987,59,Female,Philippines,Platinum,27,735.87,Home Goods,1/6/2023,General practice doctor,Bi-weekly,Coffee Maker,TRUE
988,45,Female,Philippines,Silver,36,1210.04,Home Goods,27/5/2023,Theatre stage manager,Monthly,Lamp,TRUE
989,62,Non-Binary,Indonesia,Bronze,6,1621.58,Electronics,21/11/2023,"Education officer, museum",Daily,Smartwatch,FALSE
990,49,Non-Binary,Bangladesh,Bronze,41,916,Home Goods,20/12/2023,"Engineer, biomedical",Bi-weekly,Coffee Maker,FALSE
991,47,Non-Binary,India,Platinum,8,431.34,Clothing,3/11/2023,"Psychologist, occupational",Bi-weekly,Dress,TRUE
992,59,Non-Binary,Vietnam,Platinum,1,1882.25,Electronics,21/4/2023,Higher education lecturer,Bi-weekly,Headphones,TRUE
993,,Non-Binary,Vietnam,,1,1805.37,Clothing,20/12/2023,Rural practice surveyor,Daily,Sneakers,TRUE
994,39,Male,Turkey,Platinum,16,1133.69,Clothing,29/9/2023,Industrial/product designer,Monthly,Dress,FALSE
995,58,Female,Turkey,Silver,26,1813.13,Home Goods,16/10/2023,Air traffic controller,Monthly,Coffee Maker,FALSE
996,58,Non-Binary,Indonesia,Platinum,49,1273.27,Clothing,28/3/2023,Archivist,Weekly,Jeans,FALSE
997,23,Male,Iran,Platinum,1,1276.34,Home Goods,19/10/2023,Banker,Daily,Couch,TRUE
998,19,Non-Binary,China,Silver,30,1287.2,Clothing,2/10/2023,"Engineer, chemical",Weekly,Jeans,TRUE
999,30,Non-Binary,Turkey,Silver,47,1571.06,Clothing,25/8/2023,Dietitian,Daily,Jeans,FALSE
1000,58,Non-Binary,,Bronze,8,945.3,Home Goods,4/11/2023,"Restaurant manager, fast food",Daily,Bedding Set,FALSE
